participant_id,system_name,snippet_signature,Raw GitHub link,developer_position,PE gen,PE spec (java),Cyclomatic complexity,IMSQ (min),MIDQ (min),AEDQ (min),EAP (min),IMSQ (avg),MIDQ (avg),AEDQ (avg),EAP (avg),IMSQ (max),MIDQ (max),AEDQ (max),EAP (max),Readability,ITID (avg),NMI (avg),NMI (max),CIC (avg),CIC (max),CICsyn (avg),CICsyn (max),CR,NM (avg),NM (max),TC (avg),TC (min),TC (max),#assignments (avg),#blank lines (avg),#commas (avg),#comments (avg),#comparisons (avg),Identifiers length (avg),#conditionals (avg),Indentation length (avg),#keywords (avg),Line length (avg),#loops (avg),#identifiers (avg),#numbers (avg),#operators (avg),#parenthesis (avg),#periods (avg),#spaces (avg),Identifiers length (max),Indentation length (max),#keywords (max),Line length (max),#identifiers (max),#numbers (max),org.antlr.v4.runtime.misc.Array2DHashSet.removeFast(T),#words (max),Entropy,Volume,LOC,#assignments (dft),#commas (dft),#comments (dft),#comparisons (dft),#conditionals (dft),Indentation length (dft),#keywords (dft),Line length (dft),#loops (dft),#identifiers (dft),#numbers (dft),#operators (dft),#parenthesis (dft),#periods (dft),#spaces (dft),Comments (Visual X),Comments (Visual Y),Identifiers (Visual X),Identifiers (Visual Y),Keywords (Visual X),Keywords (Visual Y),Numbers (Visual X),Numbers (Visual Y),Strings (Visual X),Strings (Visual Y),Literals (Visual X),Literals (Visual Y),Operators (Visual X),Operators (Visual Y),Comments (area),Identifiers (area),Keywords (area),Numbers (area),Strings (area),Literals (area),Operators (area),Identifiers/comments (area),Keywords/comments (area),Numbers/comments (area),Strings/comments (area),Literals/comments (area),Operators/comments (area),Keywords/identifiers (area),Numbers/identifiers (area),Strings/identifiers (area),Literals/identifiers (area),Operators/literals (area),Numbers/keywords (area),Strings/keywords (area),Literals/keywords (area),Operators/keywords (area),Strings/numbers (area),Literals/numbers (area),Operators/numbers (area),Literals/strings (area),Operators/strings (area),Operators/literals (area),#aligned blocks,Extent of aligned blocks,#nested blocks (avg),#parameters,#statements,PBU,TNPU,AU,TAU
39,hibernate-orm,"org.hibernate.pretty.MessageHelper.collectionInfoString(org.hibernate.persister.collection.CollectionPersister,org.hibernate.collection.spi.PersistentCollection,java.io.Serializable,org.hibernate.engine.spi.SharedSessionContractImplementor)",https://raw.githubusercontent.com/hibernate/hibernate-orm/5eedda9a467fef44d924f64203023b2345b8415f/hibernate-core/src/main/java/org/hibernate/pretty/MessageHelper.java,bachelor student,4,2,3,0.5,0,0.000443066,0.145789743,0.558333333,0.499855,0.041586669,0.145789743,0.833333333,1,0.136095112,0.145789743,0.499673694,0.81512605,5.180952381,10,1.378151261,6,3.431818182,9,100,7.798319328,37,0.444122681,0.138675049,0.956182887,0.171428571,0.063829787,0.028571429,0.255813953,0.171428571,9.452054795,0.0625,0,0.25,28.90625,0,2.28125,0,0,0.8,0.59375,2.28125,32,0,2,111,9,0,165,17,4.821928084,1115.802425,47,35,35,47,34,35,35,35,46,1,35,1,1,35,35,35,114.9787234,46,114.9787234,45.81896552,114.9148936,45.75862069,0,0,115,44.81034483,115,46,114.9361702,45.78448276,0.350541746,0.432122371,0.021032505,0,0.010197578,0.005736138,0.072020395,1.232727273,0.06,0,0.029090909,0.016363636,0.205454545,0.048672566,0,0.02359882,0.013274336,0.166666667,0,0.484848485,0.272727273,3.424242424,NA,NA,NA,0.5625,7.0625,12.55555556,77,102,2.666666667,4,16,1,239,0.333333333,0.169072165
39,hibernate-orm,org.hibernate.cfg.AbstractPropertyHolder.getOverriddenColumn(java.lang.String),https://raw.githubusercontent.com/hibernate/hibernate-orm/5eedda9a467fef44d924f64203023b2345b8415f/hibernate-core/src/main/java/org/hibernate/cfg/AbstractPropertyHolder.java,bachelor student,4,2,4,1,0.5,0.136095112,0,1,0.5,0.136095112,0,1,0.5,0.136095112,0,0.772827685,0.972222222,4.542857143,8,2.388888889,7,4.953488372,15,100,9.555555556,37,0.902948627,0.856348839,0.966091783,0.166666667,0,0.083333333,0.333333333,0.166666667,9.75,0.166666667,0.25,0.333333333,27.75,0,2,0,0,0.833333333,0.583333333,2.666666667,24,3,1,91,6,0,235,20,4.901690841,299.5579126,49,12,12,49,12,12,12,10,34,1,12,1,1,12,12,12,98.95918367,47.92,99,47.78,99,47.17,0,0,98.91836735,47.83,0,0,98.79591837,47.67,0.825265099,0.089442139,0.007376671,0,0.022591056,0,0.017980636,0.108379888,0.008938547,0,0.027374302,0,0.021787709,0.082474227,0,0.25257732,0,0.201030928,0,3.0625,0,2.4375,NA,NA,NA,0,0.795918367,NA,52,106,3,1,5,1,106,0.333333333,0.2604811
39,hibernate-orm,org.hibernate.dialect.TimesTenDialect.TimesTenDialect(),https://raw.githubusercontent.com/hibernate/hibernate-orm/5eedda9a467fef44d924f64203023b2345b8415f/hibernate-core/src/main/java/org/hibernate/dialect/TimesTenDialect.java,bachelor student,4,2,2,0.666666667,0,0.005021415,0.004173861,0.88697318,0.597434483,0.005021415,0.004173861,1,1,0.005021415,0.004173861,0.504893064,0.776785714,5.825842697,10,0.200892857,1,6.121338912,34,100,8.348214286,45,0,1,0,0,0.027027027,1.090909091,0.085714286,0,10.13740458,0,0,0.375,55.4375,0,4.09375,0.09375,0,1.484848485,0.78125,3.875,22,0,1,102,7,7,152,38,5.294405323,1839.406032,37,1,32,36,1,1,1,33,37,1,1,33,1,1,33,33,104,35.96190476,104,35.95238095,103.9459459,35.93333333,0,0,103.8378378,35.92380952,0,0,103.8918919,35.86666667,0.089197225,0.547076313,0.020317146,0,0.164023786,0,0.086719524,6.133333333,0.227777778,0,1.838888889,0,0.972222222,0.037137681,0,0.299818841,0,0.158514493,0,8.073170732,0,4.268292683,NA,NA,NA,0,0.528700906,NA,312,818,1,0,29,0,NA,0,0
43,hibernate-orm,org.hibernate.dialect.TimesTenDialect.TimesTenDialect(),https://raw.githubusercontent.com/hibernate/hibernate-orm/5eedda9a467fef44d924f64203023b2345b8415f/hibernate-core/src/main/java/org/hibernate/dialect/TimesTenDialect.java,bachelor student,3,1,2,0.666666667,0,0.005021415,0.004173861,0.88697318,0.597434483,0.005021415,0.004173861,1,1,0.005021415,0.004173861,0.504893064,0.776785714,5.825842697,10,0.200892857,1,6.121338912,34,100,8.348214286,45,0,1,0,0,0.027027027,1.090909091,0.085714286,0,10.13740458,0,0,0.375,55.4375,0,4.09375,0.09375,0,1.484848485,0.78125,3.875,22,0,1,102,7,7,152,38,5.294405323,1839.406032,37,1,32,36,1,1,1,33,37,1,1,33,1,1,33,33,104,35.96190476,104,35.95238095,103.9459459,35.93333333,0,0,103.8378378,35.92380952,0,0,103.8918919,35.86666667,0.089197225,0.547076313,0.020317146,0,0.164023786,0,0.086719524,6.133333333,0.227777778,0,1.838888889,0,0.972222222,0.037137681,0,0.299818841,0,0.158514493,0,8.073170732,0,4.268292683,NA,NA,NA,0,0.528700906,NA,312,818,1,0,29,0,NA,0,0
43,hibernate-orm,org.hibernate.id.SequenceValueExtractor.extractSequenceValue(org.hibernate.engine.spi.SessionImplementor),https://raw.githubusercontent.com/hibernate/hibernate-orm/5eedda9a467fef44d924f64203023b2345b8415f/hibernate-core/src/test/java/org/hibernate/id/SequenceValueExtractor.java,bachelor student,3,1,4,0.238095238,0,0.115344853,0.016815234,0.47327381,0.5814,0.277174716,0.030481282,0.75,1,0.532713041,0.049229011,0.322193861,0.827956989,4.215189873,10,0,0,1.758333333,8,0,12.05376344,45,0.432031389,0.190692518,0.872278376,0.2,0.066666667,0,0.034482759,0,9.379310345,0.035714286,0,0.642857143,28.17857143,0,2.071428571,0.035714286,0.066666667,0.9,0.5,2.035714286,20,0,3,93,7,1,79,8,4.801703655,986.4507295,30,30,1,30,1,30,30,30,30,1,30,30,30,30,30,30,0,0,97.93333333,28.82828283,97.96666667,28.70707071,0,0,0,0,0,0,97.96666667,28.77777778,0,0.608258929,0.107142857,0,0,0,0.1015625,NA,NA,NA,NA,NA,NA,0.176146789,0,0,0,0.166972477,0,0,0,0.947916667,NA,NA,NA,NA,NA,NA,21,22,3,1,17,0,NA,0,0
51,hibernate-orm,org.hibernate.dialect.TimesTenDialect.TimesTenDialect(),https://raw.githubusercontent.com/hibernate/hibernate-orm/5eedda9a467fef44d924f64203023b2345b8415f/hibernate-core/src/main/java/org/hibernate/dialect/TimesTenDialect.java,bachelor student,4,4,2,0.666666667,0,0.005021415,0.004173861,0.88697318,0.597434483,0.005021415,0.004173861,1,1,0.005021415,0.004173861,0.504893064,0.776785714,5.825842697,10,0.200892857,1,6.121338912,34,100,8.348214286,45,0,1,0,0,0.027027027,1.090909091,0.085714286,0,10.13740458,0,0,0.375,55.4375,0,4.09375,0.09375,0,1.484848485,0.78125,3.875,22,0,1,102,7,7,152,38,5.294405323,1839.406032,37,1,32,36,1,1,1,33,37,1,1,33,1,1,33,33,104,35.96190476,104,35.95238095,103.9459459,35.93333333,0,0,103.8378378,35.92380952,0,0,103.8918919,35.86666667,0.089197225,0.547076313,0.020317146,0,0.164023786,0,0.086719524,6.133333333,0.227777778,0,1.838888889,0,0.972222222,0.037137681,0,0.299818841,0,0.158514493,0,8.073170732,0,4.268292683,NA,NA,NA,0,0.528700906,NA,312,818,1,0,29,1,26,1,0.946391753
51,hibernate-orm,org.hibernate.id.SequenceValueExtractor.extractSequenceValue(org.hibernate.engine.spi.SessionImplementor),https://raw.githubusercontent.com/hibernate/hibernate-orm/5eedda9a467fef44d924f64203023b2345b8415f/hibernate-core/src/test/java/org/hibernate/id/SequenceValueExtractor.java,bachelor student,4,4,4,0.238095238,0,0.115344853,0.016815234,0.47327381,0.5814,0.277174716,0.030481282,0.75,1,0.532713041,0.049229011,0.322193861,0.827956989,4.215189873,10,0,0,1.758333333,8,0,12.05376344,45,0.432031389,0.190692518,0.872278376,0.2,0.066666667,0,0.034482759,0,9.379310345,0.035714286,0,0.642857143,28.17857143,0,2.071428571,0.035714286,0.066666667,0.9,0.5,2.035714286,20,0,3,93,7,1,79,8,4.801703655,986.4507295,30,30,1,30,1,30,30,30,30,1,30,30,30,30,30,30,0,0,97.93333333,28.82828283,97.96666667,28.70707071,0,0,0,0,0,0,97.96666667,28.77777778,0,0.608258929,0.107142857,0,0,0,0.1015625,NA,NA,NA,NA,NA,NA,0.176146789,0,0,0,0.166972477,0,0,0,0.947916667,NA,NA,NA,NA,NA,NA,21,22,3,1,17,0,NA,0,0
51,hibernate-orm,org.hibernate.cfg.AbstractPropertyHolder.getOverriddenColumn(java.lang.String),https://raw.githubusercontent.com/hibernate/hibernate-orm/5eedda9a467fef44d924f64203023b2345b8415f/hibernate-core/src/main/java/org/hibernate/cfg/AbstractPropertyHolder.java,bachelor student,4,4,4,1,0.5,0.136095112,0,1,0.5,0.136095112,0,1,0.5,0.136095112,0,0.772827685,0.972222222,4.542857143,8,2.388888889,7,4.953488372,15,100,9.555555556,37,0.902948627,0.856348839,0.966091783,0.166666667,0,0.083333333,0.333333333,0.166666667,9.75,0.166666667,0.25,0.333333333,27.75,0,2,0,0,0.833333333,0.583333333,2.666666667,24,3,1,91,6,0,235,20,4.901690841,299.5579126,49,12,12,49,12,12,12,10,34,1,12,1,1,12,12,12,98.95918367,47.92,99,47.78,99,47.17,0,0,98.91836735,47.83,0,0,98.79591837,47.67,0.825265099,0.089442139,0.007376671,0,0.022591056,0,0.017980636,0.108379888,0.008938547,0,0.027374302,0,0.021787709,0.082474227,0,0.25257732,0,0.201030928,0,3.0625,0,2.4375,NA,NA,NA,0,0.795918367,NA,52,106,3,1,5,0,NA,0,0
51,hibernate-orm,"org.hibernate.hql.spi.id.TableBasedUpdateHandlerImpl.execute(org.hibernate.engine.spi.SharedSessionContractImplementor,org.hibernate.engine.spi.QueryParameters)",https://raw.githubusercontent.com/hibernate/hibernate-orm/master/hibernate-core/src/main/java/org/hibernate/hql/spi/id/TableBasedUpdateHandlerImpl.java,bachelor student,4,4,6,0.217948718,0,0.115344853,0.016815234,0.511243873,0.457742593,0.393590312,0.038424419,0.9,1,0.532713041,0.049229011,0.201767042,0.826271186,5.146226415,10,0.11440678,1,3.248251748,17,100,8.080508475,45,0.437469558,0.110431526,1,0.25,0.031746032,0.316666667,0.016949153,0.1,10.07857143,0.068965517,0,0.5,33.43103448,0.068965517,2.413793103,0.086206897,0.133333333,1.066666667,0.586206897,2.724137931,38,0,3,132,13,2,224,24,4.812609729,2511.159476,63,60,59,62,60,60,60,59,62,60,60,60,60,60,60,60,136,61.83211679,135.968254,61.65693431,135.5555556,61.7810219,135.7460317,62,136,61.89051095,0,0,135.9047619,61.66423358,0.050387597,0.580964686,0.047803618,0.00129199,0.032299742,0,0.108527132,11.52991453,0.948717949,0.025641026,0.641025641,0,2.153846154,0.082283173,0.00222387,0.055596738,0,0.186805041,0.027027027,0.675675676,0,2.27027027,25,0,84,0,3.36,NA,92,94,4.5,2,38,1,68,0.666666667,0.573195876
51,hibernate-orm,"org.hibernate.pretty.MessageHelper.collectionInfoString(org.hibernate.persister.collection.CollectionPersister,org.hibernate.collection.spi.PersistentCollection,java.io.Serializable,org.hibernate.engine.spi.SharedSessionContractImplementor)",https://raw.githubusercontent.com/hibernate/hibernate-orm/5eedda9a467fef44d924f64203023b2345b8415f/hibernate-core/src/main/java/org/hibernate/pretty/MessageHelper.java,bachelor student,4,4,3,0.5,0,0.000443066,0.145789743,0.558333333,0.499855,0.041586669,0.145789743,0.833333333,1,0.136095112,0.145789743,0.499673694,0.81512605,5.180952381,10,1.378151261,6,3.431818182,9,100,7.798319328,37,0.444122681,0.138675049,0.956182887,0.171428571,0.063829787,0.028571429,0.255813953,0.171428571,9.452054795,0.0625,0,0.25,28.90625,0,2.28125,0,0,0.8,0.59375,2.28125,32,0,2,111,9,0,165,17,4.821928084,1115.802425,47,35,35,47,34,35,35,35,46,1,35,1,1,35,35,35,114.9787234,46,114.9787234,45.81896552,114.9148936,45.75862069,0,0,115,44.81034483,115,46,114.9361702,45.78448276,0.350541746,0.432122371,0.021032505,0,0.010197578,0.005736138,0.072020395,1.232727273,0.06,0,0.029090909,0.016363636,0.205454545,0.048672566,0,0.02359882,0.013274336,0.166666667,0,0.484848485,0.272727273,3.424242424,NA,NA,NA,0.5625,7.0625,12.55555556,77,102,2.666666667,4,16,1,171,0.333333333,0.21580756
9,jenkins,hudson.os.PosixAPI.get(),https://raw.githubusercontent.com/jenkinsci/jenkins/8c6327f4c6777d135e374e3d507ba9c20820bfc6/core/src/main/java/hudson/os/PosixAPI.java,professional developer,6,4,4,0.078947368,1,0,0,0.078947368,1,840,0.121918736,0.078947368,1,1858,0.516503114,0.335016221,0.630769231,4.47311828,11,0.007692308,1,2.473933649,20,100,8.392307692,45,0.352528938,0.114707867,0.983738754,0.090909091,0.160714286,0.127272727,0.021276596,0.090909091,6.142857143,0.02173913,9.391304348,0.782608696,31.95652174,0.02173913,2.130434783,0.043478261,0.090909091,0.709090909,0.717391304,10.93478261,29,24,3,105,12,1,522,14,4.37347151,1879.341322,56,55,55,55,55,55,44,55,55,55,55,55,55,55,55,44,105,54.36792453,104.9821429,54.76415094,104.9464286,54.55660377,102.625,54.80188679,105,55,105,55,104.9464286,54.79245283,0.034437086,0.398675497,0.12384106,0.001324503,0.001986755,0.001986755,0.104635762,11.57692308,3.596153846,0.038461538,0.057692308,0.057692308,3.038461538,0.310631229,0.003322259,0.004983389,0.004983389,0.262458472,0.010695187,0.016042781,0.016042781,0.844919786,1.5,1.5,79,1,52.66666667,52.66666667,33,36,4.1,0,18,1,15,0.666666667,0.64604811
11,jenkins,"hudson.model.HealthReport.HealthReport(int,java.lang.String,org.jvnet.localizer.Localizable)",https://raw.githubusercontent.com/jenkinsci/jenkins/8c6327f4c6777d135e374e3d507ba9c20820bfc6/core/src/main/java/hudson/model/HealthReport.java,bachelor student,8,3,3,0.885668277,0.5,0,3.42E-05,0.885668277,0.5,921.5,3.42E-05,0.885668277,0.5,1843,3.42E-05,0.448144674,0.814814815,6.409090909,10,2.530864198,7,3.480263158,20,100,6.12345679,45,0.735036212,0.48507125,1,0.65625,0,0.0625,0.304347826,0.28125,9.318181818,0.28125,10.25,1.03125,34.3125,0,1.375,0.8125,0,0.75,0.40625,12.96875,25,16,2,77,6,4,730,14,4.351599063,965.6186625,45,31,32,45,32,32,1,31,45,1,31,32,1,32,19,1,113.3555556,44,116,43.93162393,115.7777778,43.65811966,114.2222222,43.82051282,0,0,0,0,115.4888889,43.92307692,0.464912281,0.216374269,0.056042885,0.007797271,0,0,0.052631579,0.465408805,0.120545073,0.016771488,0,0,0.113207547,0.259009009,0.036036036,0,0,0.243243243,0.139130435,0,0,0.939130435,0,0,6.75,NA,NA,NA,32,48,2.454545455,3,23,1,102,0.666666667,0.526460481
11,jenkins,"hudson.util.Iterators.limit(java.util.Iterator<? extends T>,hudson.util.Iterators.CountingPredicate<? super T>)",https://raw.githubusercontent.com/jenkinsci/jenkins/8c6327f4c6777d135e374e3d507ba9c20820bfc6/core/src/main/java/hudson/util/Iterators.java,bachelor student,8,3,4,0.5,0,216,0.126903577,0.611111111,0,318,0.126903577,0.833333333,0,352,0.126903577,0.335892916,0.763636364,4.25,12,0.4,2,2.596491228,10,100,7,30,0.470810482,0.11785113,1,0.216216216,0.071428571,0.054054054,0.15,0.324324324,4.7,0.088235294,15.05882353,0.823529412,30.97058824,0,1.470588235,0.029411765,0.054054054,0.675675676,0.088235294,16.88235294,29,28,6,118,10,1,630,10,3.508225253,971.7834751,42,37,36,42,37,37,37,37,41,1,36,37,37,37,37,37,117.952381,41,117.9761905,40.77310924,117.952381,40.83193277,118,41,0,0,0,0,117.8571429,40.69747899,0.171518489,0.184893784,0.113296617,0.000786782,0,0,0.077891424,1.077981651,0.660550459,0.004587156,0,0,0.45412844,0.612765957,0.004255319,0,0,0.421276596,0.006944444,0,0,0.6875,0,0,99,NA,NA,NA,21,32,4,2,15,1,186,1,0.616494845
11,jenkins,hudson.model.ViewJob._getRuns(),https://raw.githubusercontent.com/jenkinsci/jenkins/8c6327f4c6777d135e374e3d507ba9c20820bfc6/core/src/main/java/hudson/model/ViewJob.java,bachelor student,8,3,3,1,0,0,0.005760917,1,0,198.5,0.12177524,1,0,336,0.237789563,0.466613442,0.929577465,4,12,0.577464789,2,1.843478261,10,100,12.29577465,57,0.505529192,0.20519567,1,0.166666667,0,0.033333333,0.032258065,0.333333333,8.219512195,0.2,16.8,0.533333333,34.93333333,0,1.366666667,0,0,0.866666667,0.2,17.83333333,19,64,2,91,4,0,564,9,3.650889722,781.3821247,34,30,30,34,30,30,30,29,1,1,29,1,1,29,30,30,60.97058824,32.96774194,60.85294118,32.85483871,61,32.79032258,0,0,0,0,0,0,60.88235294,32.82258065,0.139917695,0.277366255,0.067489712,0,0,0,0.074897119,1.982352941,0.482352941,0,0,0,0.535294118,0.243323442,0,0,0,0.270029674,0,0,0,1.109756098,NA,NA,NA,NA,NA,NA,40,55,4.333333333,0,20,1,274,0.666666667,0.290034364
11,jenkins,"jenkins.util.AntClassLoader.loadClass(java.lang.String,boolean)",https://raw.githubusercontent.com/jenkinsci/jenkins/ae88291731ddeb0e77c1944d997c4d60a77bfd87/core/src/main/java/jenkins/util/AntClassLoader.java,bachelor student,8,3,4,0.916666667,1,7,0.000540833,0.981481481,1,545.3636364,0.000540833,1,1,1843,0.000540833,0.479301035,0.758928571,5.341176471,11,4.607142857,13,5.925,17,100,6.928571429,30,0.562913117,0.149071198,0.933333333,0.171428571,0.01754386,0.085714286,0.37037037,0.028571429,7.813333333,0.117647059,12.94117647,0.470588235,38.58823529,0,2.205882353,0,0.285714286,0.857142857,0.117647059,15.52941176,22,32,3,92,9,0,795,29,4.183918218,944.48167,57,35,35,57,35,35,35,34,54,1,35,1,35,35,35,35,91.96491228,56,91.98245614,55.82795699,91.98245614,55.88172043,0,0,91.98245614,55.95698925,0,0,91.8245614,55.76344086,0.448507776,0.194199243,0.03320723,0,0.071458596,0,0.039932745,0.432989691,0.074039363,0,0.159325211,0,0.089034677,0.170995671,0,0.367965368,0,0.205627706,0,2.151898734,0,1.202531646,NA,NA,NA,0,0.558823529,NA,50,70,2.833333333,2,19,1,256,0.333333333,0.157388316
16,jenkins,"jenkins.util.AntClassLoader.loadClass(java.lang.String,boolean)",https://raw.githubusercontent.com/jenkinsci/jenkins/ae88291731ddeb0e77c1944d997c4d60a77bfd87/core/src/main/java/jenkins/util/AntClassLoader.java,master student,4,3,4,0.916666667,1,7,0.000540833,0.981481481,1,545.3636364,0.000540833,1,1,1843,0.000540833,0.479301035,0.758928571,5.341176471,11,4.607142857,13,5.925,17,100,6.928571429,30,0.562913117,0.149071198,0.933333333,0.171428571,0.01754386,0.085714286,0.37037037,0.028571429,7.813333333,0.117647059,12.94117647,0.470588235,38.58823529,0,2.205882353,0,0.285714286,0.857142857,0.117647059,15.52941176,22,32,3,92,9,0,795,29,4.183918218,944.48167,57,35,35,57,35,35,35,34,54,1,35,1,35,35,35,35,91.96491228,56,91.98245614,55.82795699,91.98245614,55.88172043,0,0,91.98245614,55.95698925,0,0,91.8245614,55.76344086,0.448507776,0.194199243,0.03320723,0,0.071458596,0,0.039932745,0.432989691,0.074039363,0,0.159325211,0,0.089034677,0.170995671,0,0.367965368,0,0.205627706,0,2.151898734,0,1.202531646,NA,NA,NA,0,0.558823529,NA,50,70,2.833333333,2,19,0,NA,0,0
20,jenkins,hudson.os.PosixAPI.get(),https://raw.githubusercontent.com/jenkinsci/jenkins/8c6327f4c6777d135e374e3d507ba9c20820bfc6/core/src/main/java/hudson/os/PosixAPI.java,other,5,3,4,0.078947368,1,0,0,0.078947368,1,840,0.121918736,0.078947368,1,1858,0.516503114,0.335016221,0.630769231,4.47311828,11,0.007692308,1,2.473933649,20,100,8.392307692,45,0.352528938,0.114707867,0.983738754,0.090909091,0.160714286,0.127272727,0.021276596,0.090909091,6.142857143,0.02173913,9.391304348,0.782608696,31.95652174,0.02173913,2.130434783,0.043478261,0.090909091,0.709090909,0.717391304,10.93478261,29,24,3,105,12,1,522,14,4.37347151,1879.341322,56,55,55,55,55,55,44,55,55,55,55,55,55,55,55,44,105,54.36792453,104.9821429,54.76415094,104.9464286,54.55660377,102.625,54.80188679,105,55,105,55,104.9464286,54.79245283,0.034437086,0.398675497,0.12384106,0.001324503,0.001986755,0.001986755,0.104635762,11.57692308,3.596153846,0.038461538,0.057692308,0.057692308,3.038461538,0.310631229,0.003322259,0.004983389,0.004983389,0.262458472,0.010695187,0.016042781,0.016042781,0.844919786,1.5,1.5,79,1,52.66666667,52.66666667,33,36,4.1,0,18,0,NA,0,0
20,jenkins,"hudson.util.Iterators.limit(java.util.Iterator<? extends T>,hudson.util.Iterators.CountingPredicate<? super T>)",https://raw.githubusercontent.com/jenkinsci/jenkins/8c6327f4c6777d135e374e3d507ba9c20820bfc6/core/src/main/java/hudson/util/Iterators.java,other,5,3,4,0.5,0,216,0.126903577,0.611111111,0,318,0.126903577,0.833333333,0,352,0.126903577,0.335892916,0.763636364,4.25,12,0.4,2,2.596491228,10,100,7,30,0.470810482,0.11785113,1,0.216216216,0.071428571,0.054054054,0.15,0.324324324,4.7,0.088235294,15.05882353,0.823529412,30.97058824,0,1.470588235,0.029411765,0.054054054,0.675675676,0.088235294,16.88235294,29,28,6,118,10,1,630,10,3.508225253,971.7834751,42,37,36,42,37,37,37,37,41,1,36,37,37,37,37,37,117.952381,41,117.9761905,40.77310924,117.952381,40.83193277,118,41,0,0,0,0,117.8571429,40.69747899,0.171518489,0.184893784,0.113296617,0.000786782,0,0,0.077891424,1.077981651,0.660550459,0.004587156,0,0,0.45412844,0.612765957,0.004255319,0,0,0.421276596,0.006944444,0,0,0.6875,0,0,99,NA,NA,NA,21,32,4,2,15,0,NA,0,0
21,jenkins,"hudson.util.Iterators.limit(java.util.Iterator<? extends T>,hudson.util.Iterators.CountingPredicate<? super T>)",https://raw.githubusercontent.com/jenkinsci/jenkins/8c6327f4c6777d135e374e3d507ba9c20820bfc6/core/src/main/java/hudson/util/Iterators.java,master student,5,4,4,0.5,0,216,0.126903577,0.611111111,0,318,0.126903577,0.833333333,0,352,0.126903577,0.335892916,0.763636364,4.25,12,0.4,2,2.596491228,10,100,7,30,0.470810482,0.11785113,1,0.216216216,0.071428571,0.054054054,0.15,0.324324324,4.7,0.088235294,15.05882353,0.823529412,30.97058824,0,1.470588235,0.029411765,0.054054054,0.675675676,0.088235294,16.88235294,29,28,6,118,10,1,630,10,3.508225253,971.7834751,42,37,36,42,37,37,37,37,41,1,36,37,37,37,37,37,117.952381,41,117.9761905,40.77310924,117.952381,40.83193277,118,41,0,0,0,0,117.8571429,40.69747899,0.171518489,0.184893784,0.113296617,0.000786782,0,0,0.077891424,1.077981651,0.660550459,0.004587156,0,0,0.45412844,0.612765957,0.004255319,0,0,0.421276596,0.006944444,0,0,0.6875,0,0,99,NA,NA,NA,21,32,4,2,15,1,113,0,0
21,jenkins,"hudson.model.HealthReport.HealthReport(int,java.lang.String,org.jvnet.localizer.Localizable)",https://raw.githubusercontent.com/jenkinsci/jenkins/8c6327f4c6777d135e374e3d507ba9c20820bfc6/core/src/main/java/hudson/model/HealthReport.java,master student,5,4,3,0.885668277,0.5,0,3.42E-05,0.885668277,0.5,921.5,3.42E-05,0.885668277,0.5,1843,3.42E-05,0.448144674,0.814814815,6.409090909,10,2.530864198,7,3.480263158,20,100,6.12345679,45,0.735036212,0.48507125,1,0.65625,0,0.0625,0.304347826,0.28125,9.318181818,0.28125,10.25,1.03125,34.3125,0,1.375,0.8125,0,0.75,0.40625,12.96875,25,16,2,77,6,4,730,14,4.351599063,965.6186625,45,31,32,45,32,32,1,31,45,1,31,32,1,32,19,1,113.3555556,44,116,43.93162393,115.7777778,43.65811966,114.2222222,43.82051282,0,0,0,0,115.4888889,43.92307692,0.464912281,0.216374269,0.056042885,0.007797271,0,0,0.052631579,0.465408805,0.120545073,0.016771488,0,0,0.113207547,0.259009009,0.036036036,0,0,0.243243243,0.139130435,0,0,0.939130435,0,0,6.75,NA,NA,NA,32,48,2.454545455,3,23,1,146,0.333333333,0.232989691
21,jenkins,"jenkins.util.AntClassLoader.loadClass(java.lang.String,boolean)",https://raw.githubusercontent.com/jenkinsci/jenkins/ae88291731ddeb0e77c1944d997c4d60a77bfd87/core/src/main/java/jenkins/util/AntClassLoader.java,master student,5,4,4,0.916666667,1,7,0.000540833,0.981481481,1,545.3636364,0.000540833,1,1,1843,0.000540833,0.479301035,0.758928571,5.341176471,11,4.607142857,13,5.925,17,100,6.928571429,30,0.562913117,0.149071198,0.933333333,0.171428571,0.01754386,0.085714286,0.37037037,0.028571429,7.813333333,0.117647059,12.94117647,0.470588235,38.58823529,0,2.205882353,0,0.285714286,0.857142857,0.117647059,15.52941176,22,32,3,92,9,0,795,29,4.183918218,944.48167,57,35,35,57,35,35,35,34,54,1,35,1,35,35,35,35,91.96491228,56,91.98245614,55.82795699,91.98245614,55.88172043,0,0,91.98245614,55.95698925,0,0,91.8245614,55.76344086,0.448507776,0.194199243,0.03320723,0,0.071458596,0,0.039932745,0.432989691,0.074039363,0,0.159325211,0,0.089034677,0.170995671,0,0.367965368,0,0.205627706,0,2.151898734,0,1.202531646,NA,NA,NA,0,0.558823529,NA,50,70,2.833333333,2,19,1,452,0.666666667,0.045360825
